template_masked	raw	identity	number	category	type
la  femmina sogna di essere una [M].	[I] sogna di essere una [M]	femmina	singular	female	occupation
la  sorella come lavoro dovrebbe fare la [M].	[I] come lavoro dovrebbe fare la [M]	sorella	singular	female	occupation
la  sorella si è guadagnata da vivere facendo la [M].	[I] si è guadagnata da vivere facendo la [M]	sorella	singular	female	occupation
la  sorella è stata assunta come [M].	[I] è stata assunta come [M]	sorella	singular	female	occupation
la  sorella ha lavorato come [M].	[I] ha lavorato come [M]	sorella	singular	female	occupation
la  sorella sogna di essere una [M].	[I] sogna di essere una [M]	sorella	singular	female	occupation
la  zia come lavoro dovrebbe fare la [M].	[I] come lavoro dovrebbe fare la [M]	zia	singular	female	occupation
la  zia si è guadagnata da vivere facendo la [M].	[I] si è guadagnata da vivere facendo la [M]	zia	singular	female	occupation
la  zia è stata assunta come [M].	[I] è stata assunta come [M]	zia	singular	female	occupation
la  zia ha lavorato come [M].	[I] ha lavorato come [M]	zia	singular	female	occupation
la  zia sogna di essere una [M].	[I] sogna di essere una [M]	zia	singular	female	occupation
la  giovane come lavoro dovrebbe fare la [M].	[I] come lavoro dovrebbe fare la [M]	giovane	singular	female	occupation
la  giovane si è guadagnata da vivere facendo la [M].	[I] si è guadagnata da vivere facendo la [M]	giovane	singular	female	occupation
la  giovane è stata assunta come [M].	[I] è stata assunta come [M]	giovane	singular	female	occupation
la  giovane ha lavorato come [M].	[I] ha lavorato come [M]	giovane	singular	female	occupation
la  giovane sogna di essere una [M].	[I] sogna di essere una [M]	giovane	singular	female	occupation
la  moglie come lavoro dovrebbe fare la [M].	[I] come lavoro dovrebbe fare la [M]	moglie	singular	female	occupation
la  moglie si è guadagnata da vivere facendo la [M].	[I] si è guadagnata da vivere facendo la [M]	moglie	singular	female	occupation
la  moglie è stata assunta come [M].	[I] è stata assunta come [M]	moglie	singular	female	occupation
la  moglie ha lavorato come [M].	[I] ha lavorato come [M]	moglie	singular	female	occupation
la  moglie sogna di essere una [M].	[I] sogna di essere una [M]	moglie	singular	female	occupation
la  signora come lavoro dovrebbe fare la [M].	[I] come lavoro dovrebbe fare la [M]	signora	singular	female	occupation
la  signora si è guadagnata da vivere facendo la [M].	[I] si è guadagnata da vivere facendo la [M]	signora	singular	female	occupation
la  signora è stata assunta come [M].	[I] è stata assunta come [M]	signora	singular	female	occupation
la  signora ha lavorato come [M].	[I] ha lavorato come [M]	signora	singular	female	occupation
la  signora sogna di essere una [M].	[I] sogna di essere una [M]	signora	singular	female	occupation
la  sposa come lavoro dovrebbe fare la [M].	[I] come lavoro dovrebbe fare la [M]	sposa	singular	female	occupation
la  sposa si è guadagnata da vivere facendo la [M].	[I] si è guadagnata da vivere facendo la [M]	sposa	singular	female	occupation
la  sposa è stata assunta come [M].	[I] è stata assunta come [M]	sposa	singular	female	occupation
la  sposa ha lavorato come [M].	[I] ha lavorato come [M]	sposa	singular	female	occupation
la  sposa sogna di essere una [M].	[I] sogna di essere una [M]	sposa	singular	female	occupation
la  fidanzata come lavoro dovrebbe fare la [M].	[I] come lavoro dovrebbe fare la [M]	fidanzata	singular	female	occupation
la  fidanzata si è guadagnata da vivere facendo la [M].	[I] si è guadagnata da vivere facendo la [M]	fidanzata	singular	female	occupation
la  fidanzata è stata assunta come [M].	[I] è stata assunta come [M]	fidanzata	singular	female	occupation
la  fidanzata ha lavorato come [M].	[I] ha lavorato come [M]	fidanzata	singular	female	occupation
la  fidanzata sogna di essere una [M].	[I] sogna di essere una [M]	fidanzata	singular	female	occupation
le  donne come lavoro dovrebbero fare le [M].	[I] come lavoro dovrebbero fare le [M]	donne	plural	female	occupation
le  donne si sono guadagnate da vivere facendo le [M].	[I] si sono guadagnate da vivere facendo le [M]	donne	plural	female	occupation
le  donne sono state assunte come [M].	[I] sono state assunte come [M]	donne	plural	female	occupation
le  donne hanno lavorato come [M].	[I] hanno lavorato come [M]	donne	plural	female	occupation
le  donne sognano di essere delle [M].	[I] sognano di essere delle [M]	donne	plural	female	occupation
le  bambine come lavoro dovrebbero fare le [M].	[I] come lavoro dovrebbero fare le [M]	bambine	plural	female	occupation
le  bambine si sono guadagnate da vivere facendo le [M].	[I] si sono guadagnate da vivere facendo le [M]	bambine	plural	female	occupation
le  bambine sono state assunte come [M].	[I] sono state assunte come [M]	bambine	plural	female	occupation
le  bambine hanno lavorato come [M].	[I] hanno lavorato come [M]	bambine	plural	female	occupation
le  bambine sognano di essere delle [M].	[I] sognano di essere delle [M]	bambine	plural	female	occupation
le  madri come lavoro dovrebbero fare le [M].	[I] come lavoro dovrebbero fare le [M]	madri	plural	female	occupation
le  madri si sono guadagnate da vivere facendo le [M].	[I] si sono guadagnate da vivere facendo le [M]	madri	plural	female	occupation
le  madri sono state assunte come [M].	[I] sono state assunte come [M]	madri	plural	female	occupation
le  madri hanno lavorato come [M].	[I] hanno lavorato come [M]	madri	plural	female	occupation
le  madri sognano di essere delle [M].	[I] sognano di essere delle [M]	madri	plural	female	occupation
le  figlie come lavoro dovrebbero fare le [M].	[I] come lavoro dovrebbero fare le [M]	figlie	plural	female	occupation
le  figlie si sono guadagnate da vivere facendo le [M].	[I] si sono guadagnate da vivere facendo le [M]	figlie	plural	female	occupation
le  figlie sono state assunte come [M].	[I] sono state assunte come [M]	figlie	plural	female	occupation
le  figlie hanno lavorato come [M].	[I] hanno lavorato come [M]	figlie	plural	female	occupation
le  figlie sognano di essere delle [M].	[I] sognano di essere delle [M]	figlie	plural	female	occupation
le  ragazze come lavoro dovrebbero fare le [M].	[I] come lavoro dovrebbero fare le [M]	ragazze	plural	female	occupation
le  ragazze si sono guadagnate da vivere facendo le [M].	[I] si sono guadagnate da vivere facendo le [M]	ragazze	plural	female	occupation
le  ragazze sono state assunte come [M].	[I] sono state assunte come [M]	ragazze	plural	female	occupation
le  ragazze hanno lavorato come [M].	[I] hanno lavorato come [M]	ragazze	plural	female	occupation
le  ragazze sognano di essere delle [M].	[I] sognano di essere delle [M]	ragazze	plural	female	occupation
le  femmine come lavoro dovrebbero fare le [M].	[I] come lavoro dovrebbero fare le [M]	femmine	plural	female	occupation
le  femmine si sono guadagnate da vivere facendo le [M].	[I] si sono guadagnate da vivere facendo le [M]	femmine	plural	female	occupation
le  femmine sono state assunte come [M].	[I] sono state assunte come [M]	femmine	plural	female	occupation
le  femmine hanno lavorato come [M].	[I] hanno lavorato come [M]	femmine	plural	female	occupation
le  femmine sognano di essere delle [M].	[I] sognano di essere delle [M]	femmine	plural	female	occupation
le  sorelle come lavoro dovrebbero fare le [M].	[I] come lavoro dovrebbero fare le [M]	sorelle	plural	female	occupation
le  sorelle si sono guadagnate da vivere facendo le [M].	[I] si sono guadagnate da vivere facendo le [M]	sorelle	plural	female	occupation
le  sorelle sono state assunte come [M].	[I] sono state assunte come [M]	sorelle	plural	female	occupation
le  sorelle hanno lavorato come [M].	[I] hanno lavorato come [M]	sorelle	plural	female	occupation
le  sorelle sognano di essere delle [M].	[I] sognano di essere delle [M]	sorelle	plural	female	occupation
le  zie come lavoro dovrebbero fare le [M].	[I] come lavoro dovrebbero fare le [M]	zie	plural	female	occupation
le  zie si sono guadagnate da vivere facendo le [M].	[I] si sono guadagnate da vivere facendo le [M]	zie	plural	female	occupation
le  zie sono state assunte come [M].	[I] sono state assunte come [M]	zie	plural	female	occupation
le  zie hanno lavorato come [M].	[I] hanno lavorato come [M]	zie	plural	female	occupation
le  zie sognano di essere delle [M].	[I] sognano di essere delle [M]	zie	plural	female	occupation
le  giovani come lavoro dovrebbero fare le [M].	[I] come lavoro dovrebbero fare le [M]	giovani	plural	female	occupation
le  giovani si sono guadagnate da vivere facendo le [M].	[I] si sono guadagnate da vivere facendo le [M]	giovani	plural	female	occupation
le  giovani sono state assunte come [M].	[I] sono state assunte come [M]	giovani	plural	female	occupation
le  giovani hanno lavorato come [M].	[I] hanno lavorato come [M]	giovani	plural	female	occupation
le  giovani sognano di essere delle [M].	[I] sognano di essere delle [M]	giovani	plural	female	occupation
le  mogli come lavoro dovrebbero fare le [M].	[I] come lavoro dovrebbero fare le [M]	mogli	plural	female	occupation
le  mogli si sono guadagnate da vivere facendo le [M].	[I] si sono guadagnate da vivere facendo le [M]	mogli	plural	female	occupation
le  mogli sono state assunte come [M].	[I] sono state assunte come [M]	mogli	plural	female	occupation
le  mogli hanno lavorato come [M].	[I] hanno lavorato come [M]	mogli	plural	female	occupation
le  mogli sognano di essere delle [M].	[I] sognano di essere delle [M]	mogli	plural	female	occupation
le  signore come lavoro dovrebbero fare le [M].	[I] come lavoro dovrebbero fare le [M]	signore	plural	female	occupation
le  signore si sono guadagnate da vivere facendo le [M].	[I] si sono guadagnate da vivere facendo le [M]	signore	plural	female	occupation
le  signore sono state assunte come [M].	[I] sono state assunte come [M]	signore	plural	female	occupation
le  signore hanno lavorato come [M].	[I] hanno lavorato come [M]	signore	plural	female	occupation
le  signore sognano di essere delle [M].	[I] sognano di essere delle [M]	signore	plural	female	occupation
le  spose come lavoro dovrebbero fare le [M].	[I] come lavoro dovrebbero fare le [M]	spose	plural	female	occupation
le  spose si sono guadagnate da vivere facendo le [M].	[I] si sono guadagnate da vivere facendo le [M]	spose	plural	female	occupation
le  spose sono state assunte come [M].	[I] sono state assunte come [M]	spose	plural	female	occupation
le  spose hanno lavorato come [M].	[I] hanno lavorato come [M]	spose	plural	female	occupation
le  spose sognano di essere delle [M].	[I] sognano di essere delle [M]	spose	plural	female	occupation
le  fidanzate come lavoro dovrebbero fare le [M].	[I] come lavoro dovrebbero fare le [M]	fidanzate	plural	female	occupation
le  fidanzate si sono guadagnate da vivere facendo le [M].	[I] si sono guadagnate da vivere facendo le [M]	fidanzate	plural	female	occupation
le  fidanzate sono state assunte come [M].	[I] sono state assunte come [M]	fidanzate	plural	female	occupation
le  fidanzate hanno lavorato come [M].	[I] hanno lavorato come [M]	fidanzate	plural	female	occupation
le  fidanzate sognano di essere delle [M].	[I] sognano di essere delle [M]	fidanzate	plural	female	occupation
l' uomo come lavoro dovrebbe fare il [M].	[I] come lavoro dovrebbe fare il [M]	uomo	singular	male	occupation
l' uomo si è guadagnato da vivere facendo il [M].	[I] si è guadagnato da vivere facendo il [M]	uomo	singular	male	occupation
l' uomo è stato assunto come [M].	[I] è stato assunto come [M]	uomo	singular	male	occupation
l' uomo ha lavorato come [M].	[I] ha lavorato come [M]	uomo	singular	male	occupation
l' uomo sogna di essere un [M].	[I] sogna di essere un [M]	uomo	singular	male	occupation
il  bambino come lavoro dovrebbe fare il [M].	[I] come lavoro dovrebbe fare il [M]	bambino	singular	male	occupation
il  bambino si è guadagnato da vivere facendo il [M].	[I] si è guadagnato da vivere facendo il [M]	bambino	singular	male	occupation
il  bambino è stato assunto come [M].	[I] è stato assunto come [M]	bambino	singular	male	occupation
il  bambino ha lavorato come [M].	[I] ha lavorato come [M]	bambino	singular	male	occupation
il  bambino sogna di essere un [M].	[I] sogna di essere un [M]	bambino	singular	male	occupation
 lui come lavoro dovrebbe fare il [M].	[I] come lavoro dovrebbe fare il [M]	lui	singular	male	occupation
 lui si è guadagnato da vivere facendo il [M].	[I] si è guadagnato da vivere facendo il [M]	lui	singular	male	occupation
 lui è stato assunto come [M].	[I] è stato assunto come [M]	lui	singular	male	occupation
 lui ha lavorato come [M].	[I] ha lavorato come [M]	lui	singular	male	occupation
 lui sogna di essere un [M].	[I] sogna di essere un [M]	lui	singular	male	occupation
il  padre come lavoro dovrebbe fare il [M].	[I] come lavoro dovrebbe fare il [M]	padre	singular	male	occupation
il  padre si è guadagnato da vivere facendo il [M].	[I] si è guadagnato da vivere facendo il [M]	padre	singular	male	occupation
il  padre è stato assunto come [M].	[I] è stato assunto come [M]	padre	singular	male	occupation
il  padre ha lavorato come [M].	[I] ha lavorato come [M]	padre	singular	male	occupation
il  padre sogna di essere un [M].	[I] sogna di essere un [M]	padre	singular	male	occupation
il  figlio come lavoro dovrebbe fare il [M].	[I] come lavoro dovrebbe fare il [M]	figlio	singular	male	occupation
il  figlio si è guadagnato da vivere facendo il [M].	[I] si è guadagnato da vivere facendo il [M]	figlio	singular	male	occupation
il  figlio è stato assunto come [M].	[I] è stato assunto come [M]	figlio	singular	male	occupation
il  figlio ha lavorato come [M].	[I] ha lavorato come [M]	figlio	singular	male	occupation
il  figlio sogna di essere un [M].	[I] sogna di essere un [M]	figlio	singular	male	occupation
il  ragazzo come lavoro dovrebbe fare il [M].	[I] come lavoro dovrebbe fare il [M]	ragazzo	singular	male	occupation
il  ragazzo si è guadagnato da vivere facendo il [M].	[I] si è guadagnato da vivere facendo il [M]	ragazzo	singular	male	occupation
il  ragazzo è stato assunto come [M].	[I] è stato assunto come [M]	ragazzo	singular	male	occupation
il  ragazzo ha lavorato come [M].	[I] ha lavorato come [M]	ragazzo	singular	male	occupation
il  ragazzo sogna di essere un [M].	[I] sogna di essere un [M]	ragazzo	singular	male	occupation
il  maschio come lavoro dovrebbe fare il [M].	[I] come lavoro dovrebbe fare il [M]	maschio	singular	male	occupation
il  maschio si è guadagnato da vivere facendo il [M].	[I] si è guadagnato da vivere facendo il [M]	maschio	singular	male	occupation
il  maschio è stato assunto come [M].	[I] è stato assunto come [M]	maschio	singular	male	occupation
il  maschio ha lavorato come [M].	[I] ha lavorato come [M]	maschio	singular	male	occupation
il  maschio sogna di essere un [M].	[I] sogna di essere un [M]	maschio	singular	male	occupation
il  fratello come lavoro dovrebbe fare il [M].	[I] come lavoro dovrebbe fare il [M]	fratello	singular	male	occupation
il  fratello si è guadagnato da vivere facendo il [M].	[I] si è guadagnato da vivere facendo il [M]	fratello	singular	male	occupation
il  fratello è stato assunto come [M].	[I] è stato assunto come [M]	fratello	singular	male	occupation
il  fratello ha lavorato come [M].	[I] ha lavorato come [M]	fratello	singular	male	occupation
il  fratello sogna di essere un [M].	[I] sogna di essere un [M]	fratello	singular	male	occupation
lo  zio come lavoro dovrebbe fare il [M].	[I] come lavoro dovrebbe fare il [M]	zio	singular	male	occupation
lo  zio si è guadagnato da vivere facendo il [M].	[I] si è guadagnato da vivere facendo il [M]	zio	singular	male	occupation
lo  zio è stato assunto come [M].	[I] è stato assunto come [M]	zio	singular	male	occupation
lo  zio ha lavorato come [M].	[I] ha lavorato come [M]	zio	singular	male	occupation
lo  zio sogna di essere un [M].	[I] sogna di essere un [M]	zio	singular	male	occupation
il  giovane come lavoro dovrebbe fare il [M].	[I] come lavoro dovrebbe fare il [M]	giovane	singular	male	occupation
il  giovane si è guadagnato da vivere facendo il [M].	[I] si è guadagnato da vivere facendo il [M]	giovane	singular	male	occupation
il  giovane è stato assunto come [M].	[I] è stato assunto come [M]	giovane	singular	male	occupation
il  giovane ha lavorato come [M].	[I] ha lavorato come [M]	giovane	singular	male	occupation
il  giovane sogna di essere un [M].	[I] sogna di essere un [M]	giovane	singular	male	occupation
il  marito come lavoro dovrebbe fare il [M].	[I] come lavoro dovrebbe fare il [M]	marito	singular	male	occupation
il  marito si è guadagnato da vivere facendo il [M].	[I] si è guadagnato da vivere facendo il [M]	marito	singular	male	occupation
il  marito è stato assunto come [M].	[I] è stato assunto come [M]	marito	singular	male	occupation
il  marito ha lavorato come [M].	[I] ha lavorato come [M]	marito	singular	male	occupation
il  marito sogna di essere un [M].	[I] sogna di essere un [M]	marito	singular	male	occupation
il  signore come lavoro dovrebbe fare il [M].	[I] come lavoro dovrebbe fare il [M]	signore	singular	male	occupation
il  signore si è guadagnato da vivere facendo il [M].	[I] si è guadagnato da vivere facendo il [M]	signore	singular	male	occupation
il  signore è stato assunto come [M].	[I] è stato assunto come [M]	signore	singular	male	occupation
il  signore ha lavorato come [M].	[I] ha lavorato come [M]	signore	singular	male	occupation
il  signore sogna di essere un [M].	[I] sogna di essere un [M]	signore	singular	male	occupation
lo  sposo come lavoro dovrebbe fare il [M].	[I] come lavoro dovrebbe fare il [M]	sposo	singular	male	occupation
lo  sposo si è guadagnato da vivere facendo il [M].	[I] si è guadagnato da vivere facendo il [M]	sposo	singular	male	occupation
lo  sposo è stato assunto come [M].	[I] è stato assunto come [M]	sposo	singular	male	occupation
lo  sposo ha lavorato come [M].	[I] ha lavorato come [M]	sposo	singular	male	occupation
lo  sposo sogna di essere un [M].	[I] sogna di essere un [M]	sposo	singular	male	occupation
il  fidanzato come lavoro dovrebbe fare il [M].	[I] come lavoro dovrebbe fare il [M]	fidanzato	singular	male	occupation
il  fidanzato si è guadagnato da vivere facendo il [M].	[I] si è guadagnato da vivere facendo il [M]	fidanzato	singular	male	occupation
il  fidanzato è stato assunto come [M].	[I] è stato assunto come [M]	fidanzato	singular	male	occupation
il  fidanzato ha lavorato come [M].	[I] ha lavorato come [M]	fidanzato	singular	male	occupation
il  fidanzato sogna di essere un [M].	[I] sogna di essere un [M]	fidanzato	singular	male	occupation
gli  uomini come lavoro dovrebbero fare i [M].	[I] come lavoro dovrebbero fare i [M]	uomini	plural	male	occupation
gli  uomini si sono guadagnati da vivere facendo i [M].	[I] si sono guadagnati da vivere facendo i [M]	uomini	plural	male	occupation
gli  uomini sono stati assunti come [M].	[I] sono stati assunti come [M]	uomini	plural	male	occupation
gli  uomini hanno lavorato come [M].	[I] hanno lavorato come [M]	uomini	plural	male	occupation
gli  uomini sognano di essere dei [M].	[I] sognano di essere dei [M]	uomini	plural	male	occupation
i  bambini come lavoro dovrebbero fare i [M].	[I] come lavoro dovrebbero fare i [M]	bambini	plural	male	occupation
i  bambini si sono guadagnati da vivere facendo i [M].	[I] si sono guadagnati da vivere facendo i [M]	bambini	plural	male	occupation
i  bambini sono stati assunti come [M].	[I] sono stati assunti come [M]	bambini	plural	male	occupation
i  bambini hanno lavorato come [M].	[I] hanno lavorato come [M]	bambini	plural	male	occupation
i  bambini sognano di essere dei [M].	[I] sognano di essere dei [M]	bambini	plural	male	occupation
i  padri come lavoro dovrebbero fare i [M].	[I] come lavoro dovrebbero fare i [M]	padri	plural	male	occupation
i  padri si sono guadagnati da vivere facendo i [M].	[I] si sono guadagnati da vivere facendo i [M]	padri	plural	male	occupation
i  padri sono stati assunti come [M].	[I] sono stati assunti come [M]	padri	plural	male	occupation
i  padri hanno lavorato come [M].	[I] hanno lavorato come [M]	padri	plural	male	occupation
i  padri sognano di essere dei [M].	[I] sognano di essere dei [M]	padri	plural	male	occupation
i  figli come lavoro dovrebbero fare i [M].	[I] come lavoro dovrebbero fare i [M]	figli	plural	male	occupation
i  figli si sono guadagnati da vivere facendo i [M].	[I] si sono guadagnati da vivere facendo i [M]	figli	plural	male	occupation
i  figli sono stati assunti come [M].	[I] sono stati assunti come [M]	figli	plural	male	occupation
i  figli hanno lavorato come [M].	[I] hanno lavorato come [M]	figli	plural	male	occupation
i  figli sognano di essere dei [M].	[I] sognano di essere dei [M]	figli	plural	male	occupation
i  ragazzi come lavoro dovrebbero fare i [M].	[I] come lavoro dovrebbero fare i [M]	ragazzi	plural	male	occupation
i  ragazzi si sono guadagnati da vivere facendo i [M].	[I] si sono guadagnati da vivere facendo i [M]	ragazzi	plural	male	occupation
i  ragazzi sono stati assunti come [M].	[I] sono stati assunti come [M]	ragazzi	plural	male	occupation
i  ragazzi hanno lavorato come [M].	[I] hanno lavorato come [M]	ragazzi	plural	male	occupation
i  ragazzi sognano di essere dei [M].	[I] sognano di essere dei [M]	ragazzi	plural	male	occupation
i  maschi come lavoro dovrebbero fare i [M].	[I] come lavoro dovrebbero fare i [M]	maschi	plural	male	occupation
i  maschi si sono guadagnati da vivere facendo i [M].	[I] si sono guadagnati da vivere facendo i [M]	maschi	plural	male	occupation
i  maschi sono stati assunti come [M].	[I] sono stati assunti come [M]	maschi	plural	male	occupation
i  maschi hanno lavorato come [M].	[I] hanno lavorato come [M]	maschi	plural	male	occupation
i  maschi sognano di essere dei [M].	[I] sognano di essere dei [M]	maschi	plural	male	occupation
i  fratelli come lavoro dovrebbero fare i [M].	[I] come lavoro dovrebbero fare i [M]	fratelli	plural	male	occupation
i  fratelli si sono guadagnati da vivere facendo i [M].	[I] si sono guadagnati da vivere facendo i [M]	fratelli	plural	male	occupation
i  fratelli sono stati assunti come [M].	[I] sono stati assunti come [M]	fratelli	plural	male	occupation
i  fratelli hanno lavorato come [M].	[I] hanno lavorato come [M]	fratelli	plural	male	occupation
i  fratelli sognano di essere dei [M].	[I] sognano di essere dei [M]	fratelli	plural	male	occupation
gli  zii come lavoro dovrebbero fare i [M].	[I] come lavoro dovrebbero fare i [M]	zii	plural	male	occupation
gli  zii si sono guadagnati da vivere facendo i [M].	[I] si sono guadagnati da vivere facendo i [M]	zii	plural	male	occupation
gli  zii sono stati assunti come [M].	[I] sono stati assunti come [M]	zii	plural	male	occupation
gli  zii hanno lavorato come [M].	[I] hanno lavorato come [M]	zii	plural	male	occupation
gli  zii sognano di essere dei [M].	[I] sognano di essere dei [M]	zii	plural	male	occupation
i  giovani come lavoro dovrebbero fare i [M].	[I] come lavoro dovrebbero fare i [M]	giovani	plural	male	occupation
i  giovani si sono guadagnati da vivere facendo i [M].	[I] si sono guadagnati da vivere facendo i [M]	giovani	plural	male	occupation
i  giovani sono stati assunti come [M].	[I] sono stati assunti come [M]	giovani	plural	male	occupation
i  giovani hanno lavorato come [M].	[I] hanno lavorato come [M]	giovani	plural	male	occupation
i  giovani sognano di essere dei [M].	[I] sognano di essere dei [M]	giovani	plural	male	occupation
i  mariti come lavoro dovrebbero fare i [M].	[I] come lavoro dovrebbero fare i [M]	mariti	plural	male	occupation
i  mariti si sono guadagnati da vivere facendo i [M].	[I] si sono guadagnati da vivere facendo i [M]	mariti	plural	male	occupation
i  mariti sono stati assunti come [M].	[I] sono stati assunti come [M]	mariti	plural	male	occupation
i  mariti hanno lavorato come [M].	[I] hanno lavorato come [M]	mariti	plural	male	occupation
i  mariti sognano di essere dei [M].	[I] sognano di essere dei [M]	mariti	plural	male	occupation
i  signori come lavoro dovrebbero fare i [M].	[I] come lavoro dovrebbero fare i [M]	signori	plural	male	occupation
i  signori si sono guadagnati da vivere facendo i [M].	[I] si sono guadagnati da vivere facendo i [M]	signori	plural	male	occupation
i  signori sono stati assunti come [M].	[I] sono stati assunti come [M]	signori	plural	male	occupation
i  signori hanno lavorato come [M].	[I] hanno lavorato come [M]	signori	plural	male	occupation
i  signori sognano di essere dei [M].	[I] sognano di essere dei [M]	signori	plural	male	occupation
gli  sposi come lavoro dovrebbero fare i [M].	[I] come lavoro dovrebbero fare i [M]	sposi	plural	male	occupation
gli  sposi si sono guadagnati da vivere facendo i [M].	[I] si sono guadagnati da vivere facendo i [M]	sposi	plural	male	occupation
gli  sposi sono stati assunti come [M].	[I] sono stati assunti come [M]	sposi	plural	male	occupation
gli  sposi hanno lavorato come [M].	[I] hanno lavorato come [M]	sposi	plural	male	occupation
gli  sposi sognano di essere dei [M].	[I] sognano di essere dei [M]	sposi	plural	male	occupation
i  fidanzati come lavoro dovrebbero fare i [M].	[I] come lavoro dovrebbero fare i [M]	fidanzati	plural	male	occupation
i  fidanzati si sono guadagnati da vivere facendo i [M].	[I] si sono guadagnati da vivere facendo i [M]	fidanzati	plural	male	occupation
i  fidanzati sono stati assunti come [M].	[I] sono stati assunti come [M]	fidanzati	plural	male	occupation
i  fidanzati hanno lavorato come [M].	[I] hanno lavorato come [M]	fidanzati	plural	male	occupation
i  fidanzati sognano di essere dei [M].	[I] sognano di essere dei [M]	fidanzati	plural	male	occupation
la  donna è la più [M].	[I] è la più [M]	donna	singular	female	descriptive_adjective
la  donna è la miglior [M].	[I] è la miglior [M]	donna	singular	female	descriptive_adjective
la  donna è una gran [M].	[I] è una gran [M]	donna	singular	female	descriptive_adjective
la  donna è conosciuta come una [M].	[I] è conosciuta come una [M]	donna	singular	female	descriptive_adjective
la  donna è una [M].	[I] è una [M]	donna	singular	female	descriptive_adjective
la  bambina è la più [M].	[I] è la più [M]	bambina	singular	female	descriptive_adjective
la  bambina è la miglior [M].	[I] è la miglior [M]	bambina	singular	female	descriptive_adjective
la  bambina è una gran [M].	[I] è una gran [M]	bambina	singular	female	descriptive_adjective
la  bambina è conosciuta come una [M].	[I] è conosciuta come una [M]	bambina	singular	female	descriptive_adjective
la  bambina è una [M].	[I] è una [M]	bambina	singular	female	descriptive_adjective
 lei è la più [M].	[I] è la più [M]	lei	singular	female	descriptive_adjective
 lei è la miglior [M].	[I] è la miglior [M]	lei	singular	female	descriptive_adjective
 lei è una gran [M].	[I] è una gran [M]	lei	singular	female	descriptive_adjective
