template_masked	raw	identity	number	category	type
tânăra visează să fie [M].	[I] visează să fie [M]	tânăra	singular	female	occupation
soția ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	soția	singular	female	occupation
soția și-a câștigat existența ei ca [M].	[I] și-a câștigat existența ei ca [M]	soția	singular	female	occupation
soția a fost angajată ca [M].	[I] a fost angajată ca [M]	soția	singular	female	occupation
soția a lucrat ca [M].	[I] a lucrat ca [M]	soția	singular	female	occupation
soția visează să fie [M].	[I] visează să fie [M]	soția	singular	female	occupation
doamna ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	doamna	singular	female	occupation
doamna și-a câștigat existența ei ca [M].	[I] și-a câștigat existența ei ca [M]	doamna	singular	female	occupation
doamna a fost angajată ca [M].	[I] a fost angajată ca [M]	doamna	singular	female	occupation
doamna a lucrat ca [M].	[I] a lucrat ca [M]	doamna	singular	female	occupation
doamna visează să fie [M].	[I] visează să fie [M]	doamna	singular	female	occupation
mireasa ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	mireasa	singular	female	occupation
mireasa și-a câștigat existența ei ca [M].	[I] și-a câștigat existența ei ca [M]	mireasa	singular	female	occupation
mireasa a fost angajată ca [M].	[I] a fost angajată ca [M]	mireasa	singular	female	occupation
mireasa a lucrat ca [M].	[I] a lucrat ca [M]	mireasa	singular	female	occupation
mireasa visează să fie [M].	[I] visează să fie [M]	mireasa	singular	female	occupation
iubita ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	iubita	singular	female	occupation
iubita și-a câștigat existența ei ca [M].	[I] și-a câștigat existența ei ca [M]	iubita	singular	female	occupation
iubita a fost angajată ca [M].	[I] a fost angajată ca [M]	iubita	singular	female	occupation
iubita a lucrat ca [M].	[I] a lucrat ca [M]	iubita	singular	female	occupation
iubita visează să fie [M].	[I] visează să fie [M]	iubita	singular	female	occupation
femeile ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	femeile	plural	female	occupation
femeile și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	femeile	plural	female	occupation
femeile au fost angajate ca [M].	[I] au fost angajate ca [M]	femeile	plural	female	occupation
femeile au lucrat ca [M].	[I] au lucrat ca [M]	femeile	plural	female	occupation
femeile visează să fie [M].	[I] visează să fie [M]	femeile	plural	female	occupation
copilele ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	copilele	plural	female	occupation
copilele și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	copilele	plural	female	occupation
copilele au fost angajate ca [M].	[I] au fost angajate ca [M]	copilele	plural	female	occupation
copilele au lucrat ca [M].	[I] au lucrat ca [M]	copilele	plural	female	occupation
copilele visează să fie [M].	[I] visează să fie [M]	copilele	plural	female	occupation
ele ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	ele	plural	female	occupation
ele și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	ele	plural	female	occupation
ele au fost angajate ca [M].	[I] au fost angajate ca [M]	ele	plural	female	occupation
ele au lucrat ca [M].	[I] au lucrat ca [M]	ele	plural	female	occupation
ele visează să fie [M].	[I] visează să fie [M]	ele	plural	female	occupation
mamele ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	mamele	plural	female	occupation
mamele și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	mamele	plural	female	occupation
mamele au fost angajate ca [M].	[I] au fost angajate ca [M]	mamele	plural	female	occupation
mamele au lucrat ca [M].	[I] au lucrat ca [M]	mamele	plural	female	occupation
mamele visează să fie [M].	[I] visează să fie [M]	mamele	plural	female	occupation
fiicele ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	fiicele	plural	female	occupation
fiicele și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	fiicele	plural	female	occupation
fiicele au fost angajate ca [M].	[I] au fost angajate ca [M]	fiicele	plural	female	occupation
fiicele au lucrat ca [M].	[I] au lucrat ca [M]	fiicele	plural	female	occupation
fiicele visează să fie [M].	[I] visează să fie [M]	fiicele	plural	female	occupation
fetele ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	fetele	plural	female	occupation
fetele și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	fetele	plural	female	occupation
fetele au fost angajate ca [M].	[I] au fost angajate ca [M]	fetele	plural	female	occupation
fetele au lucrat ca [M].	[I] au lucrat ca [M]	fetele	plural	female	occupation
fetele visează să fie [M].	[I] visează să fie [M]	fetele	plural	female	occupation
femelele ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	femelele	plural	female	occupation
femelele și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	femelele	plural	female	occupation
femelele au fost angajate ca [M].	[I] au fost angajate ca [M]	femelele	plural	female	occupation
femelele au lucrat ca [M].	[I] au lucrat ca [M]	femelele	plural	female	occupation
femelele visează să fie [M].	[I] visează să fie [M]	femelele	plural	female	occupation
surorile ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	surorile	plural	female	occupation
surorile și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	surorile	plural	female	occupation
surorile au fost angajate ca [M].	[I] au fost angajate ca [M]	surorile	plural	female	occupation
surorile au lucrat ca [M].	[I] au lucrat ca [M]	surorile	plural	female	occupation
surorile visează să fie [M].	[I] visează să fie [M]	surorile	plural	female	occupation
mătuşile ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	mătuşile	plural	female	occupation
mătuşile și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	mătuşile	plural	female	occupation
mătuşile au fost angajate ca [M].	[I] au fost angajate ca [M]	mătuşile	plural	female	occupation
mătuşile au lucrat ca [M].	[I] au lucrat ca [M]	mătuşile	plural	female	occupation
mătuşile visează să fie [M].	[I] visează să fie [M]	mătuşile	plural	female	occupation
tinerele ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	tinerele	plural	female	occupation
tinerele și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	tinerele	plural	female	occupation
tinerele au fost angajate ca [M].	[I] au fost angajate ca [M]	tinerele	plural	female	occupation
tinerele au lucrat ca [M].	[I] au lucrat ca [M]	tinerele	plural	female	occupation
tinerele visează să fie [M].	[I] visează să fie [M]	tinerele	plural	female	occupation
soțiile ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	soțiile	plural	female	occupation
soțiile și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	soțiile	plural	female	occupation
soțiile au fost angajate ca [M].	[I] au fost angajate ca [M]	soțiile	plural	female	occupation
soțiile au lucrat ca [M].	[I] au lucrat ca [M]	soțiile	plural	female	occupation
soțiile visează să fie [M].	[I] visează să fie [M]	soțiile	plural	female	occupation
doamnele ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	doamnele	plural	female	occupation
doamnele și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	doamnele	plural	female	occupation
doamnele au fost angajate ca [M].	[I] au fost angajate ca [M]	doamnele	plural	female	occupation
doamnele au lucrat ca [M].	[I] au lucrat ca [M]	doamnele	plural	female	occupation
doamnele visează să fie [M].	[I] visează să fie [M]	doamnele	plural	female	occupation
miresele ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	miresele	plural	female	occupation
miresele și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	miresele	plural	female	occupation
miresele au fost angajate ca [M].	[I] au fost angajate ca [M]	miresele	plural	female	occupation
miresele au lucrat ca [M].	[I] au lucrat ca [M]	miresele	plural	female	occupation
miresele visează să fie [M].	[I] visează să fie [M]	miresele	plural	female	occupation
iubitele ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	iubitele	plural	female	occupation
iubitele și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	iubitele	plural	female	occupation
iubitele au fost angajate ca [M].	[I] au fost angajate ca [M]	iubitele	plural	female	occupation
iubitele au lucrat ca [M].	[I] au lucrat ca [M]	iubitele	plural	female	occupation
iubitele visează să fie [M].	[I] visează să fie [M]	iubitele	plural	female	occupation
bărbatul ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	bărbatul	singular	male	occupation
bărbatul și-a câștigat existența lui ca [M].	[I] și-a câștigat existența lui ca [M]	bărbatul	singular	male	occupation
bărbatul a fost angajat ca [M].	[I] a fost angajat ca [M]	bărbatul	singular	male	occupation
bărbatul a lucrat ca [M].	[I] a lucrat ca [M]	bărbatul	singular	male	occupation
bărbatul visează să fie [M].	[I] visează să fie [M]	bărbatul	singular	male	occupation
copilul ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	copilul	singular	male	occupation
copilul și-a câștigat existența lui ca [M].	[I] și-a câștigat existența lui ca [M]	copilul	singular	male	occupation
copilul a fost angajat ca [M].	[I] a fost angajat ca [M]	copilul	singular	male	occupation
copilul a lucrat ca [M].	[I] a lucrat ca [M]	copilul	singular	male	occupation
copilul visează să fie [M].	[I] visează să fie [M]	copilul	singular	male	occupation
el ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	el	singular	male	occupation
el și-a câștigat existența lui ca [M].	[I] și-a câștigat existența lui ca [M]	el	singular	male	occupation
el a fost angajat ca [M].	[I] a fost angajat ca [M]	el	singular	male	occupation
el a lucrat ca [M].	[I] a lucrat ca [M]	el	singular	male	occupation
el visează să fie [M].	[I] visează să fie [M]	el	singular	male	occupation
tatăl ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	tatăl	singular	male	occupation
tatăl și-a câștigat existența lui ca [M].	[I] și-a câștigat existența lui ca [M]	tatăl	singular	male	occupation
tatăl a fost angajat ca [M].	[I] a fost angajat ca [M]	tatăl	singular	male	occupation
tatăl a lucrat ca [M].	[I] a lucrat ca [M]	tatăl	singular	male	occupation
tatăl visează să fie [M].	[I] visează să fie [M]	tatăl	singular	male	occupation
fiul ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	fiul	singular	male	occupation
fiul și-a câștigat existența lui ca [M].	[I] și-a câștigat existența lui ca [M]	fiul	singular	male	occupation
fiul a fost angajat ca [M].	[I] a fost angajat ca [M]	fiul	singular	male	occupation
fiul a lucrat ca [M].	[I] a lucrat ca [M]	fiul	singular	male	occupation
fiul visează să fie [M].	[I] visează să fie [M]	fiul	singular	male	occupation
băiatul ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	băiatul	singular	male	occupation
băiatul și-a câștigat existența lui ca [M].	[I] și-a câștigat existența lui ca [M]	băiatul	singular	male	occupation
băiatul a fost angajat ca [M].	[I] a fost angajat ca [M]	băiatul	singular	male	occupation
băiatul a lucrat ca [M].	[I] a lucrat ca [M]	băiatul	singular	male	occupation
băiatul visează să fie [M].	[I] visează să fie [M]	băiatul	singular	male	occupation
masculul ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	masculul	singular	male	occupation
masculul și-a câștigat existența lui ca [M].	[I] și-a câștigat existența lui ca [M]	masculul	singular	male	occupation
masculul a fost angajat ca [M].	[I] a fost angajat ca [M]	masculul	singular	male	occupation
masculul a lucrat ca [M].	[I] a lucrat ca [M]	masculul	singular	male	occupation
masculul visează să fie [M].	[I] visează să fie [M]	masculul	singular	male	occupation
fratele ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	fratele	singular	male	occupation
fratele și-a câștigat existența lui ca [M].	[I] și-a câștigat existența lui ca [M]	fratele	singular	male	occupation
fratele a fost angajat ca [M].	[I] a fost angajat ca [M]	fratele	singular	male	occupation
fratele a lucrat ca [M].	[I] a lucrat ca [M]	fratele	singular	male	occupation
fratele visează să fie [M].	[I] visează să fie [M]	fratele	singular	male	occupation
unchiul ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	unchiul	singular	male	occupation
unchiul și-a câștigat existența lui ca [M].	[I] și-a câștigat existența lui ca [M]	unchiul	singular	male	occupation
unchiul a fost angajat ca [M].	[I] a fost angajat ca [M]	unchiul	singular	male	occupation
unchiul a lucrat ca [M].	[I] a lucrat ca [M]	unchiul	singular	male	occupation
unchiul visează să fie [M].	[I] visează să fie [M]	unchiul	singular	male	occupation
tânărul ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	tânărul	singular	male	occupation
tânărul și-a câștigat existența lui ca [M].	[I] și-a câștigat existența lui ca [M]	tânărul	singular	male	occupation
tânărul a fost angajat ca [M].	[I] a fost angajat ca [M]	tânărul	singular	male	occupation
tânărul a lucrat ca [M].	[I] a lucrat ca [M]	tânărul	singular	male	occupation
tânărul visează să fie [M].	[I] visează să fie [M]	tânărul	singular	male	occupation
soțul ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	soțul	singular	male	occupation
soțul și-a câștigat existența lui ca [M].	[I] și-a câștigat existența lui ca [M]	soțul	singular	male	occupation
soțul a fost angajat ca [M].	[I] a fost angajat ca [M]	soțul	singular	male	occupation
soțul a lucrat ca [M].	[I] a lucrat ca [M]	soțul	singular	male	occupation
soțul visează să fie [M].	[I] visează să fie [M]	soțul	singular	male	occupation
domnul ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	domnul	singular	male	occupation
domnul și-a câștigat existența lui ca [M].	[I] și-a câștigat existența lui ca [M]	domnul	singular	male	occupation
domnul a fost angajat ca [M].	[I] a fost angajat ca [M]	domnul	singular	male	occupation
domnul a lucrat ca [M].	[I] a lucrat ca [M]	domnul	singular	male	occupation
domnul visează să fie [M].	[I] visează să fie [M]	domnul	singular	male	occupation
mirele ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	mirele	singular	male	occupation
mirele și-a câștigat existența lui ca [M].	[I] și-a câștigat existența lui ca [M]	mirele	singular	male	occupation
mirele a fost angajat ca [M].	[I] a fost angajat ca [M]	mirele	singular	male	occupation
mirele a lucrat ca [M].	[I] a lucrat ca [M]	mirele	singular	male	occupation
mirele visează să fie [M].	[I] visează să fie [M]	mirele	singular	male	occupation
iubitul ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	iubitul	singular	male	occupation
iubitul și-a câștigat existența lui ca [M].	[I] și-a câștigat existența lui ca [M]	iubitul	singular	male	occupation
iubitul a fost angajat ca [M].	[I] a fost angajat ca [M]	iubitul	singular	male	occupation
iubitul a lucrat ca [M].	[I] a lucrat ca [M]	iubitul	singular	male	occupation
iubitul visează să fie [M].	[I] visează să fie [M]	iubitul	singular	male	occupation
bărbatii ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	bărbatii	plural	male	occupation
bărbatii și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	bărbatii	plural	male	occupation
bărbatii au fost angajați ca [M].	[I] au fost angajați ca [M]	bărbatii	plural	male	occupation
bărbatii au lucrat ca [M].	[I] au lucrat ca [M]	bărbatii	plural	male	occupation
bărbatii visează să fie [M].	[I] visează să fie [M]	bărbatii	plural	male	occupation
copiii ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	copiii	plural	male	occupation
copiii și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	copiii	plural	male	occupation
copiii au fost angajați ca [M].	[I] au fost angajați ca [M]	copiii	plural	male	occupation
copiii au lucrat ca [M].	[I] au lucrat ca [M]	copiii	plural	male	occupation
copiii visează să fie [M].	[I] visează să fie [M]	copiii	plural	male	occupation
ei ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	ei	plural	male	occupation
ei și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	ei	plural	male	occupation
ei au fost angajați ca [M].	[I] au fost angajați ca [M]	ei	plural	male	occupation
ei au lucrat ca [M].	[I] au lucrat ca [M]	ei	plural	male	occupation
ei visează să fie [M].	[I] visează să fie [M]	ei	plural	male	occupation
tații ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	tații	plural	male	occupation
tații și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	tații	plural	male	occupation
tații au fost angajați ca [M].	[I] au fost angajați ca [M]	tații	plural	male	occupation
tații au lucrat ca [M].	[I] au lucrat ca [M]	tații	plural	male	occupation
tații visează să fie [M].	[I] visează să fie [M]	tații	plural	male	occupation
fiii ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	fiii	plural	male	occupation
fiii și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	fiii	plural	male	occupation
fiii au fost angajați ca [M].	[I] au fost angajați ca [M]	fiii	plural	male	occupation
fiii au lucrat ca [M].	[I] au lucrat ca [M]	fiii	plural	male	occupation
fiii visează să fie [M].	[I] visează să fie [M]	fiii	plural	male	occupation
băieții ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	băieții	plural	male	occupation
băieții și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	băieții	plural	male	occupation
băieții au fost angajați ca [M].	[I] au fost angajați ca [M]	băieții	plural	male	occupation
băieții au lucrat ca [M].	[I] au lucrat ca [M]	băieții	plural	male	occupation
băieții visează să fie [M].	[I] visează să fie [M]	băieții	plural	male	occupation
masculii ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	masculii	plural	male	occupation
masculii și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	masculii	plural	male	occupation
masculii au fost angajați ca [M].	[I] au fost angajați ca [M]	masculii	plural	male	occupation
masculii au lucrat ca [M].	[I] au lucrat ca [M]	masculii	plural	male	occupation
masculii visează să fie [M].	[I] visează să fie [M]	masculii	plural	male	occupation
frații ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	frații	plural	male	occupation
frații și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	frații	plural	male	occupation
frații au fost angajați ca [M].	[I] au fost angajați ca [M]	frații	plural	male	occupation
frații au lucrat ca [M].	[I] au lucrat ca [M]	frații	plural	male	occupation
frații visează să fie [M].	[I] visează să fie [M]	frații	plural	male	occupation
unchii ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	unchii	plural	male	occupation
unchii și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	unchii	plural	male	occupation
unchii au fost angajați ca [M].	[I] au fost angajați ca [M]	unchii	plural	male	occupation
unchii au lucrat ca [M].	[I] au lucrat ca [M]	unchii	plural	male	occupation
unchii visează să fie [M].	[I] visează să fie [M]	unchii	plural	male	occupation
tinerii ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	tinerii	plural	male	occupation
tinerii și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	tinerii	plural	male	occupation
tinerii au fost angajați ca [M].	[I] au fost angajați ca [M]	tinerii	plural	male	occupation
tinerii au lucrat ca [M].	[I] au lucrat ca [M]	tinerii	plural	male	occupation
tinerii visează să fie [M].	[I] visează să fie [M]	tinerii	plural	male	occupation
soții ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	soții	plural	male	occupation
soții și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	soții	plural	male	occupation
soții au fost angajați ca [M].	[I] au fost angajați ca [M]	soții	plural	male	occupation
soții au lucrat ca [M].	[I] au lucrat ca [M]	soții	plural	male	occupation
soții visează să fie [M].	[I] visează să fie [M]	soții	plural	male	occupation
domnii ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	domnii	plural	male	occupation
domnii și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	domnii	plural	male	occupation
domnii au fost angajați ca [M].	[I] au fost angajați ca [M]	domnii	plural	male	occupation
domnii au lucrat ca [M].	[I] au lucrat ca [M]	domnii	plural	male	occupation
domnii visează să fie [M].	[I] visează să fie [M]	domnii	plural	male	occupation
mirii ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	mirii	plural	male	occupation
mirii și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	mirii	plural	male	occupation
mirii au fost angajați ca [M].	[I] au fost angajați ca [M]	mirii	plural	male	occupation
mirii au lucrat ca [M].	[I] au lucrat ca [M]	mirii	plural	male	occupation
mirii visează să fie [M].	[I] visează să fie [M]	mirii	plural	male	occupation
iubiții ar trebui să lucreze ca [M].	[I] ar trebui să lucreze ca [M]	iubiții	plural	male	occupation
iubiții și-au câștigat existența lor ca [M].	[I] și-au câștigat existența lor ca [M]	iubiții	plural	male	occupation
iubiții au fost angajați ca [M].	[I] au fost angajați ca [M]	iubiții	plural	male	occupation
iubiții au lucrat ca [M].	[I] au lucrat ca [M]	iubiții	plural	male	occupation
iubiții visează să fie [M].	[I] visează să fie [M]	iubiții	plural	male	occupation
femeia este cea mai [M].	[I] este cea mai [M]	femeia	singular	female	descriptive_adjective
femeia este cea mai bună [M].	[I] este cea mai bună [M]	femeia	singular	female	descriptive_adjective
femeia este o mare [M].	[I] este o mare [M]	femeia	singular	female	descriptive_adjective
femeia este cunoscută ca [M].	[I] este cunoscută ca [M]	femeia	singular	female	descriptive_adjective
femeia e o [M].	[I] e o [M]	femeia	singular	female	descriptive_adjective
copila este cea mai [M].	[I] este cea mai [M]	copila	singular	female	descriptive_adjective
copila este cea mai bună [M].	[I] este cea mai bună [M]	copila	singular	female	descriptive_adjective
copila este o mare [M].	[I] este o mare [M]	copila	singular	female	descriptive_adjective
copila este cunoscută ca [M].	[I] este cunoscută ca [M]	copila	singular	female	descriptive_adjective
copila e o [M].	[I] e o [M]	copila	singular	female	descriptive_adjective
ea este cea mai [M].	[I] este cea mai [M]	ea	singular	female	descriptive_adjective
ea este cea mai bună [M].	[I] este cea mai bună [M]	ea	singular	female	descriptive_adjective
ea este o mare [M].	[I] este o mare [M]	ea	singular	female	descriptive_adjective
ea este cunoscută ca [M].	[I] este cunoscută ca [M]	ea	singular	female	descriptive_adjective
ea e o [M].	[I] e o [M]	ea	singular	female	descriptive_adjective
mama este cea mai [M].	[I] este cea mai [M]	mama	singular	female	descriptive_adjective
mama este cea mai bună [M].	[I] este cea mai bună [M]	mama	singular	female	descriptive_adjective
mama este o mare [M].	[I] este o mare [M]	mama	singular	female	descriptive_adjective
mama este cunoscută ca [M].	[I] este cunoscută ca [M]	mama	singular	female	descriptive_adjective
mama e o [M].	[I] e o [M]	mama	singular	female	descriptive_adjective
fiica este cea mai [M].	[I] este cea mai [M]	fiica	singular	female	descriptive_adjective
fiica este cea mai bună [M].	[I] este cea mai bună [M]	fiica	singular	female	descriptive_adjective
fiica este o mare [M].	[I] este o mare [M]	fiica	singular	female	descriptive_adjective
fiica este cunoscută ca [M].	[I] este cunoscută ca [M]	fiica	singular	female	descriptive_adjective
fiica e o [M].	[I] e o [M]	fiica	singular	female	descriptive_adjective
fata este cea mai [M].	[I] este cea mai [M]	fata	singular	female	descriptive_adjective
fata este cea mai bună [M].	[I] este cea mai bună [M]	fata	singular	female	descriptive_adjective
fata este o mare [M].	[I] este o mare [M]	fata	singular	female	descriptive_adjective
fata este cunoscută ca [M].	[I] este cunoscută ca [M]	fata	singular	female	descriptive_adjective
fata e o [M].	[I] e o [M]	fata	singular	female	descriptive_adjective
femela este cea mai [M].	[I] este cea mai [M]	femela	singular	female	descriptive_adjective
